source_db	citing paper's eid	citing paper's id	citing paper's doi	cited paper's title	cited paper's authors	cited paper's volume	cited paper's issue
scopus	2-s2.0-84880952749	56349128649	10.1016/j.jjie.2008.05.001	Do stock prices reflect the corporate governance quality of Japanese firms?	Aman, Hiroyuki; Nguyen, Pascal	22	4
scopus	2-s2.0-84880952749	67349246262	10.1016/j.jjie.2009.01.005	Corporate governance reform in emerging markets: How much, why, and with what effects?	Ananchotikul, Sudarat; Eichengreen, Barry	23	2
scopus	2-s2.0-84880952749	38549103698	10.1093/icc/dtm037	Understanding an emergent diversity of corporate governance and organizational architecture: An essentiality-based analysis	Aoki, Masahiko; Jackson, Gregory	17	1
scopus	2-s2.0-84880952749	77955153711		The role of information and financial reporting in corporate governance and debt contracting	Armstrong; Guay; Weber		
scopus	2-s2.0-84880952749	42671365	10.1111/1540-6261.00510	Tunneling or value added? Evidence from mergers by Korean business groups	Bae, Kee-Hong; Kang, Jun-Koo; Kim, Jin-Mo	57	6
scopus	2-s2.0-84880952749	346684472	10.2307/1229459	A Theory of Path Dependence in Corporate Ownership and Governance	Bebchuk, Lucian Arye; Roe, Mark J.	52	1
scopus	2-s2.0-84880952749	84880952504		The state of corporate governance research	Bebchuk; Weisbach	22	2
scopus	2-s2.0-84880952749	1359888		'Required disclosure and the stock market: an evaluation of the Securities Exchange Act of 1934'	Benston	63	
scopus	2-s2.0-84880952749	84857459021	10.1016/j.jfineco.2011.08.001	The effect of board structure on firm value: A multiple identification strategies approach using Korean data	Black, Bernard; Kim, Woochan	104	1
scopus	2-s2.0-84880952749	33745787883	10.1093/jleo/ewj018	Does corporate governance predict firms' market values? Evidence from Korea	Black, Bernard S.; Jang, Hasung; Kim, Woochan; Black, Bernard S.; Black, Bernard S.; Jang, Hasung; Kim, Woochan	22	2
scopus	2-s2.0-84880952749	78649945302	10.1016/j.jacceco.2010.10.002	Corporate governance myths: Comments on Armstrong, Guay, and Weber	Brickley, James A.; Zimmerman, Jerold L.	50	02월 03일
scopus	2-s2.0-84880952749	4043061418	10.1162/0033553041502171	Investor protection, optimal incentives, and economic growth	Castro, Rui; Clementi, Gian Luca; MacDonald, Glenn	119	3
scopus	2-s2.0-84880952749	34547894778	10.1111/j.1540-6261.2007.01257.x	Corporate governance and firm value: The impact of the 2002 governance rules	Chhaochharia, Vidhi; Grinstein, Yaniv	62	4
scopus	2-s2.0-84880952749	37849018727	10.1017/s0022109000003458	The value of outside directors: evidence from corporate governance reform in Korea	Choi, Jongmoo Jay; Park, Sae Woon; Yoo, Sean Sehyun	42	4
scopus	2-s2.0-84880952749	42829594	10.1016/s0304-405x(00)00067-2	The separation of ownership and control in East Asian Corporations	Claessens, Stijn; Djankov, Simeon; Lang, Larry H.P.	58	01월 02일
scopus	2-s2.0-84880952749	84935941592		The structure of corporate ownership: causes and consequences	Demsetz; Lehn	93	
scopus	2-s2.0-84880952749	73949127212	10.1016/j.jacceco.2009.06.003	The chilling effect of Sarbanes-Oxley: A discussion of Sarbanes-Oxley and corporate risk-taking	Dey, Aiyesha	49	01월 02일
scopus	2-s2.0-84880952749	67651126536	10.1257/aer.99.1.5	Governance institutions and economic activity	Dixit, Avinash	99	1
scopus	2-s2.0-84880952749	34548529598	10.1016/j.jfineco.2006.09.002	Why do countries matter so much for corporate governance?	Doidge, Craig; Andrew Karolyi; Stulz, René M.; Stulz, René M.	86	1
scopus	2-s2.0-84880952749	77951208665	10.1016/j.jfineco.2009.12.004	When are outside directors effective?	Duchin, Ran; Matsusaka, John G.; Ozbas, Oguzhan	96	2
scopus	2-s2.0-84880952749	19944408608	10.1111/j.1540-6261.2005.00767.x	To steal or not to steal: Firm attributes, legal environment, and valuation	Durnev, Art; Kim, E. Han	60	3
scopus	2-s2.0-84880952749	34249749530	10.1016/j.jcorpfin.2006.12.004	Do independent directors and chairmen matter? The role of boards of directors in mutual fund governance	Ferris, Stephen P.; Yan, Xuemin (Sterling)	13	02월 03일
scopus	2-s2.0-84880952749	37332214	10.1162/00335530360535162	Corporate governance and equity prices	Gompers, Paul; Ishii, Joy; Metrick, Andrew	118	1
scopus	2-s2.0-84880952749	33646356712	10.1162/qjec.2006.121.2.399	Mandated disclosure, stock returns, and the 1964 securities acts amendments	Greenstone, Michael; Oyer, Paul; Vissing-Jorgensen, Annette	121	2
scopus	2-s2.0-84880952749	79953026541	10.1016/j.jacceco.2011.01.005	Does board gender diversity improve the informativeness of stock prices?	Gul, Ferdinand A.; Srinidhi, Bin; Ng, Anthony C.	51	3
scopus	2-s2.0-84880952749	36849078566	10.1016/j.jeconom.2007.05.001	Regression discontinuity designs: A guide to practice	Imbens, Guido W.; Lemieux, Thomas	142	2
scopus	2-s2.0-84880952749	64849112179	10.1257/jel.47.1.5	Recent developments in the econometrics of program evaluation	Wooldridge, Jeffrey M.; Imbens, Guido W.	47	1
scopus	2-s2.0-84880952749	37405540	10.1016/S0304-405X(03)00068-0	Corporate governance and firm profitability: Evidence from Korea before the economic crisis	Joh, Sung Wook; Joh, Sung Wook	68	2
scopus	2-s2.0-84880952749	39964955	10.1257/aer.90.2.22	Tunneling	Johnson, Simon; Lopez-de-Silanes, Florencio; La Porta, Rafael; Shleifer, Andrei	90	2
scopus	2-s2.0-84880952749	84880954539		A study on the measurement of business groups' ownership disparity: critical threshold control method	Kang; Binh; Cho; Yun		
scopus	2-s2.0-84880952749	33646596601	10.1016/j.jjie.2005.02.001	The impact of family ownership and capital structures on productivity performance of Korean manufacturing firms: Corporate governance and the "chaebol problem"	Kim, Euysung	20	2
scopus	2-s2.0-84880952749	84882486619	10.1016/B978-0-444-53265-7.50015-9	Econometrics of Event Studies	Kothari; Warner, Jerold B.	2	
scopus	2-s2.0-84880952749	41669366	10.1111/1540-6261.00457	Investor protection and corporate valuation	Lopez-de-Silanes, Florencio; Vishny, Robert; La Porta, Rafael; Shleifer, Andrei	57	3
scopus	2-s2.0-84880952749	80053205120	10.1093/icc/dtr022	The impact of corporate governance practices on R&D efforts: A look at shareholders' rights, cross-listing, and control pyramid	Lhuillery, Stephane; Lhuillery, Stephane	20	5
scopus	2-s2.0-84880952749	142059676	10.1111/1467-9396.00409	Relation-based versus rule-based governance: An explanation of the East Asian miracle and Asian crisis	Li, John Shuhe	11	4
scopus	2-s2.0-84880952749	68349158748	10.1093/rfs/hhn084	The effects and unintended consequences of the sarbanes-oxley act on the supply and demand for directors	Linck, James S.; Netter, Jeffry M.; Yang, Tina	22	8
scopus	2-s2.0-84885391137	85044799743		The changing faces of inequality in South Korea in the age of globalization	Koo	31	
scopus	2-s2.0-84885391137	29244488543		Democratization and polarization in Korean society	Lee, Sook-Jong	29	3
scopus	2-s2.0-84885391137	84885371631		Dosiui miraeyecheuke gwanhan bangbeopron seosel I	Sohn		
scopus	2-s2.0-84885391137	84885370593		Dosiui miraeyecheuke gwanhan bangbeopron seosel II	Sohn		
scopus	2-s2.0-84885391137	84885377489		Hanguksikpumgongeopui miraeyecheukjakeop	Kim	4	1
scopus	2-s2.0-84885391137	344980149	10.1016/S0040-1625(98)00038-9	Technology foresight activities in Korea and in countries closing the technology gap	Shin, Taeyoung; Hong, Soon-Ki; Grupp, Hariolf	60	1
scopus	2-s2.0-84885391137	27744477236		Korea as the wave of a future: the emerging dream society of icons and aesthetic experience	Dator; Seo	9	3
scopus	2-s2.0-84885391137	84885375100		Through a Brushwood Door: Should Korea Become a Conserver Society?	Dator; Park		
scopus	2-s2.0-84885391137	33782794	10.1016/S0016-3287(00)00033-1	Visions for a sustainable Europe	van Asselt, Marjolein; Anastasi, Chris; Greeuw, Sandra; Mellors, Joanne; Peters, Simone; Rothman, Dale; Rijkens, Nicole; Rotmans, Jan	32	9
scopus	2-s2.0-84885391137	2900869		The futures of cultures or cultures of the future	Dator		
scopus	2-s2.0-84885391137	77957821776		Alternative futures at the Manoa School	Dator, Jim	14	2
scopus	2-s2.0-84885391137	32191626	10.1016/S0016-3287(98)00086-X	Causal layered analysis: poststructuralism as method	Inayatullah, Sohail	30	8
scopus	2-s2.0-84885391137	33745383178	10.1525/as.2006.46.3.341	Do Asian values deter popular support for democracy in South Korea?	Park, Chong-Min; Shin, Doh Chull	46	3
scopus	2-s2.0-84885391137	28568838	10.1016/0305-750X(94)90004-3	Where do high growth political economies come from? The Japanese lineage of Korea's "developmental state"	Kohli, Atul	22	9
scopus	2-s2.0-84885391137	2661392		Political cleavages in South Korea	Choi		
scopus	2-s2.0-84884264875	1642279866	10.1016/S0378-4266(03)00114-6	The impact of negative cash flow and influential observations on investment-cash flow sensitivity estimates	Allayannis, George; Mozumdar, Abon	28	5
scopus	2-s2.0-84884264875	84881844837	10.2307/2297968	Some tests of specification for panel data:monte carlo evidence and an application to employment equations	Arellano, Manuel; Bond, Stephen	58	2
scopus	2-s2.0-84884264875	84962999023	10.2307/2297978	Dynamic investment models and the firm’s financial policy	Bond, Stephen; Meghir, Costas	61	2
scopus	2-s2.0-84884264875	58849120945	10.1111/j.1540-6261.2008.01431.x	Financing innovation and growth: Cash flow, external equity, and the 1990s r&d boom	Brown, James R.; Fazzari, Steven M.; Petersen, Bruce C.	64	1
scopus	2-s2.0-84884264875	84866990041	10.1016/j.euroecorev.2012.07.007	Do financing constraints matter for R&D?	Brown, James R.; Martinsson, Gustav; Petersen, Bruce C.	56	8
scopus	2-s2.0-84884264875	60749120552	10.1016/j.jbankfin.2008.10.009	Why has the investment-cash flow sensitivity declined so sharply? Rising R&D and equity market developments	Brown, James R.; Petersen, Bruce C.	33	5
scopus	2-s2.0-84884264875	9093975	10.1111/0022-1082.00121	The relationship between firm investment and financial status	Cleary, Sean	54	2
scopus	2-s2.0-84884264875	319456		Financing constraints and corporate investment	Fazzari; Hubbard; Petersen	19	
scopus	2-s2.0-84884264875	2168653		Shareholder trading practices and corporate investment horizons	Froot; Perold; Stein	5	2
scopus	2-s2.0-84884264875	48749098155	10.1016/j.jbankfin.2007.12.008	Internal financial constraints, external financial constraints, and investment choice: Evidence from a panel of UK firms	Guariglia, Alessandra	32	9
scopus	2-s2.0-84884264875	77951251713	10.1093/rfs/hhq009	New evidence on measuring financial constraints: Moving beyond the KZ index	Hadlock, Charles J.; Pierce, Joshua R.	23	5
scopus	2-s2.0-84884264875	36253161	10.1093/oxrep/18.1.35	The financing of research and development	Hall, Bronwyn H.	18	1
scopus	2-s2.0-84884264875	85019950587	10.1080/10438590500512851	R&D performance in Chinese industry	Jefferson, Gary H.; Huamao, Bai; Xiaojing, Guan; Xiaoyun, Yu	15	04월 05일
scopus	2-s2.0-84884264875	1066475		Agency costs of free cash flow, corporate finance, and takeovers	Jensen	76	2
scopus	2-s2.0-84884264875	44649197264	10.1016/0304-405X(76)90026-X	Theory of the firm: Managerial behavior, agency costs and ownership structure	Jensen, Michael C.; Meckling, William H.	3	4
scopus	2-s2.0-84884264875	3112060	10.1162/003355397555163	Do investment-cash flow sensitivities provide useful measures of financing constraints?	Kaplan, Steven N.; Zingales, Luigi	112	1
scopus	2-s2.0-84884264875	2515177		The myth of asia's miracle	Krugman	73	6
scopus	2-s2.0-84884264875	84861788615	10.1111/j.1467-8381.2012.02080.x	Financial Determinants of Corporate R&D Investment in Korea	Lee, Sanghoon	26	2
scopus	2-s2.0-84884264875	48549110620	10.1016/0304-405X(84)90023-0	Corporate financing and investment decisions when firms have information that investors do not have	Myers, Stewart C.; Majluf, Nicholas S.	13	2
scopus	2-s2.0-84884264875	84867388719	10.1162/ASEP_a_00160	Financialization and the slowdown in Korean firms' R&D investment	Seo, Hwan Joo; Kim, Yoo Chan; Kim, Han Sung	11	3
scopus	2-s2.0-84884264875	84883687259	10.1162/ADEV_a_00015	Foreign firms and indigenous technology development in the People's Republic of China	Sjöholm, Fredrik; Lundin, Nannan	30	2
scopus	2-s2.0-84884264875	111172		Credit markets and capital control	Stiglitz	17	2
scopus	2-s2.0-84884264875	342340		Credit rationing in markets with imperfect information	Stiglitz; Weiss	71	3
scopus	2-s2.0-84880834148	84880794545		Small sample bias in panel data	Bali; Demirtas	5	
scopus	2-s2.0-84880834148	2142700024	10.1016/j.jfi.2003.06.002	Bank regulation and supervision: What works best?	Barth, James R.; Barth, James R.; Caprio Jr., Gerard; Levine, Ross; Levine, Ross	13	2
scopus	2-s2.0-84880834148	1695429		Malmquist indices of productivity growth during the deregulation of Norwegian banking, 1980-1989	Berg; Forsund; Jansen	94	SUPPL.
scopus	2-s2.0-84880834148	1192555	10.1016/0378-4266(93)90038-F	Banking efficiency in the Nordic countries	Berg, Sigbjørn Atle; Førsund, Finn R.; Hjalmarsson, Lennart; Suominen, Matti	17	02월 03일
scopus	2-s2.0-84880834148	492598		Measurement and efficiency issues in commercial banking, in Output measurement in service sectors	Berger; Humphrey	56	
scopus	2-s2.0-84880834148	31185036	10.1016/S0378-4266(97)00010-1	Inside the black box: What explains differences in the efficiencies of financial institutions?	Berger, Allen N.; Berger, Allen N.; Mester, Loretta J.; Mester, Loretta J.	21	7
scopus	2-s2.0-84880834148	1542406435	10.1016/j.jce.2003.12.001	How important is ownership in a market with level playing field? The Indian banking sector revisited	Bhaumik, Sumon Kumar; Bhaumik, Sumon Kumar; Bhaumik, Sumon Kumar; Dimova, Ralitza	32	1
scopus	2-s2.0-84880834148	2442456346		Cyclical patterns in profits, provisioning and lending of banks and procyclicality of the New Basel Capital Requirements	Bikker; Hu	221	
scopus	2-s2.0-84880834148	84880817249		Bank performance, efficiency and ownership in transition countries, BOFIT Discussion Papers No. 7	Bonin; Hasan; Wachtel		
scopus	2-s2.0-84880834148	38249025771	10.1016/0378-4266(89)90020-4	Concentration and other determinants of bank profitability in Europe, North America and Australia	Bourke, Philip	13	1
scopus	2-s2.0-84880834148	1571991		The economic theory of index numbers and the measurement of input, output and productivity	Caves; Christensen; Diewert	50	
scopus	2-s2.0-84880834148	1807274	10.1080/096031098332727	Efficiency of multinational banks: An empirical investigation	Chang, C. Edward; Hasan, Iftekhar; Hunter, William C.	8	6
scopus	2-s2.0-84880834148	37849018727	10.1017/s0022109000003458	The value of outside directors: evidence from corporate governance reform in Korea	Choi, Jongmoo Jay; Park, Sae Woon; Yoo, Sean Sehyun	42	4
scopus	2-s2.0-84880834148	27644599640	10.1111/j.0963-8008.2005.00104.x	Ownership, governance, and bank performance: Korean experience	Choi, Sungho; Hasan, Iftekhar	14	4
scopus	2-s2.0-84880834148	18044399410	10.1016/S0378-4266(00)00102-3	How does foreign entry affect domestic banking markets?	Claessens, Stijn; Demirgüç-Kunt, Asl; Huizinga, Harry	25	5
scopus	2-s2.0-84880834148	344339036	10.1093/wber/13.2.379	Determinants of commercial bank interest margins and profitability: Some international evidence	Demirgüç-Kunt, Asli; Huizinga, Harry	13	2
scopus	2-s2.0-84880834148	34816888	10.1080/096031001752236825	Efficiency and productivity change in UK banking	Drake	11	5
scopus	2-s2.0-84880834148	37404957	10.1016/S0378-4266(02)00240-6	Efficiency in Japanese banking: An empirical analysis	Drake, Leigh; Hall, Maximilian J.B.	27	5
scopus	2-s2.0-84880834148	84880839960		Beyond ROE - How to measure bank performance	European Central Bank		
scopus	2-s2.0-84880834148	1258851		Productivity growth, technical change, and efficiency change in industrialized countries: reply	Färe; Grosskopf; Norris	87	
scopus	2-s2.0-84880834148	28578878		Productivity growth, technical progress, and efficiency change in industrialized countries	Fare; Grosskopf; Norris; Zhongyang Zhang	84	1
scopus	2-s2.0-84880834148	1840378	10.1080/758529177	Measuring efficiency and productivity growth in Japanese banking: A nonparametric frontier approach	Fukuyama, Hirofumi	5	2
scopus	2-s2.0-84880834148	6742118		Effects of deregulation on the productivity of Korean Banks	Alton Gilbert; Wilson, Paul W.	50	2
scopus	2-s2.0-84880834148	682720		Efficiency of Japanese multinational banks in the United States	Hasan; Hunter	14	
scopus	2-s2.0-84880834148	939170		Tobin's marginal q and average q: a neoclassical interpretation	Hayashi	50	
scopus	2-s2.0-84880834148	32286434	10.1162/003465398557401	Bank capitalization and cost: Evidence of scale economies in risk management and signaling	Hughes, Joseph P.; Mester, Loretta J.	80	2
scopus	2-s2.0-84880834148	38309723	10.1016/S0378-4266(02)00288-1	Financial deregulation and total factor productivity change: An empirical study of Turkish commercial banks	Isik, Ihsan; Kabir Hassan	27	8
scopus	2-s2.0-84880834148	1591613	10.1016/s0148-6195(97)00073-8	The impact of financial liberalization on the performance of Thai banks	Leightner, Jonathan E.; Knox Lovell	50	2
scopus	2-s2.0-84880834148	30101824	10.1016/0378-4266(94)00129-4	Cost structures in multinational and domestic banking	Mahajan, Arvind; Rangan, Nanda; Rangan, Nanda; Zardkoohi, Asghar	20	2
scopus	2-s2.0-84880834148	38249008919	10.1016/0378-4266(92)90065-8	Determinants of European bank profitability: A note	Molyneux, Philip; Thornton, John	16	6
scopus	2-s2.0-84880834148	36048930990		X-efficiency and productivity change in Australian banking	Neal	43	2
scopus	2-s2.0-84880834148	85082078903		Productivity growth, technical progress, and efficiency change in industrialized countri'es: Comment	Ray, Subhash C.; Desli, Evangelia	87	5
scopus	2-s2.0-84880834148	85022029129		Theory of cost and production functions	Shephard, Ronald W.		
scopus	2-s2.0-84880834148	125674	10.1016/0378-4266(79)90016-5	The relation between commercial bank profit rates and banking concentration in Canada, Western Europe, and Japan	Short, Brock K.	3	3
scopus	2-s2.0-84880834148	33474605	10.1016/S0304-405X(99)00041-0	Predictive regressions *	Stambaugh, Robert F.; Stambaugh, Robert F.; Stambaugh, Robert F.	54	3
scopus	2-s2.0-84880834148	2442670467	10.1016/j.jbankfin.2003.06.005	Foreign bank entry, deregulation and bank efficiency: Lessons from the Australian experience	Sturm, Jan-Egbert; Sturm, Jan-Egbert; Sturm, Jan-Egbert; Williams, Barry	28	7
scopus	2-s2.0-84880656583	84908701167		The road to Busan: pursuing a New consensus on development cooperation	Atwood		
scopus	2-s2.0-84880656583	84966920198		Creating a global partnership for effective development cooperation. October	Atwood		
scopus	2-s2.0-84880656583	84875955930	10.1080/00220388.2012.733372	Emerging and Submerging Powers: Imagined Geographies in the New Development Partnership at the Busan Fourth High Level Forum	Eyben, Rosalind; Savage, Laura	49	4
scopus	2-s2.0-84880656583	77957137644		European Development Cooperation to 2020: Challenges by New Actors in International Development	Grimm; Humphrey; Lundsgaarde; de Souza		
scopus	2-s2.0-84880656583	84880694816		Getting value for money: effective aid, effective development	Groff	6	2
scopus	2-s2.0-84880656583	84879150279	10.1080/09512748.2012.759263	From development to development cooperation: Foreign aid, country ownership, and the developmental state in South Korea	Kim, Eun Mee; Kim, Pil Ho; Kim, Jinkyung	26	3
scopus	2-s2.0-84880656583	84892976881	10.1111/j.1475-4959.2012.00490.x	A 'post-aid world'? Paradigm shift in foreign aid and development cooperation at the 2011 Busan High Level Forum	Mawdsley, Emma; Kim, Sung-Mi; Savage, Laura	180	1
scopus	2-s2.0-84880656583	84858423076		Beyond the DAC: The Welcome Role of Other Providers of Development Cooperation	Smith; Fordelone; Zimmermann		
scopus	2-s2.0-84880656583	79960441702	10.1002/jid.1796	More actors, more money, more ideas for international development co-operation	Zimmermann, Felix; Smith, Kimberly	23	5
scopus	2-s2.0-84881668634	58149302923	10.1257/aer.98.3.690	Default risk and income fluctuations in emerging economies	Arellano, Cristina; Arellano, Cristina	98	3
scopus	2-s2.0-84881668634	79960220364	10.1257/aer.101.7.3400	Overborrowing and systemic externalities in the business cycle	Bianchi, Javier; Bianchi, Javier	101	7
scopus	2-s2.0-84881668634	77956187162	10.1016/j.red.2010.03.001	Quantitative properties of sovereign default models: Solution methods matter	Hatchondo, Juan Carlos; Martinez, Leonardo; Martinez, Leonardo; Sapriza, Horacio; Sapriza, Horacio	13	4
scopus	2-s2.0-84881668634	77956877609	10.1016/j.jedc.2010.05.002	The method of endogenous gridpoints with occasionally binding constraints among endogenous variables	Hintermaier, Thomas; Koeniger, Winfried	34	10
scopus	2-s2.0-84881661323	33646200768	10.1016/j.jinteco.2005.05.005	Defaultable debt, interest rates and the current account	Aguiar, Mark; Gopinath, Gita	69	1 SPEC. ISS.
scopus	2-s2.0-84881661323	33947532208	10.1086/511283	Emerging market business cycles: The cycle is the trend	Aguiar, Mark; Gopinath, Gita; Gopinath, Gita	115	1
scopus	2-s2.0-84881661323	58149302923	10.1257/aer.98.3.690	Default risk and income fluctuations in emerging economies	Arellano, Cristina; Arellano, Cristina	98	3
scopus	2-s2.0-84881661323	84907180074		Capital controls or exchange rate policy? A pecuniary externality perspective	Benigno; Chen; Otrok; Rebucci; Young		
scopus	2-s2.0-84881661323	79960220364	10.1257/aer.101.7.3400	Overborrowing and systemic externalities in the business cycle	Bianchi, Javier; Bianchi, Javier	101	7
scopus	2-s2.0-84881661323	84881666230		Macro-prudential policy in a Fisherian model of financial innovation	Bianchi; Boz; Mendoza		
scopus	2-s2.0-84881661323	84875269763		International reserves and rollover risk	Bianchi; Hatchondo; Martinez		
scopus	2-s2.0-84881661323	28605451		The debt burden and debt maturity	Missale; Blanchard	84	1
scopus	2-s2.0-84881661323	84881666166		Emerging market business cycles: Recent advances	Durdu		
scopus	2-s2.0-84881661323	84959777265	10.2307/2296886	Debt with potential repudiation theoretical and empirical analysis	Eaton, Jonathan; Gersovitz, Mark	48	2
scopus	2-s2.0-84881661323	78650246138	10.1016/B978-0-444-53454-5.00013-X	Monetary policy in emerging markets	Frankel, Jeffrey	3	C
scopus	2-s2.0-84881661323	22144493780	10.1111/j.1467-937X.2005.00349.x	Monetary policy and exchange rate volatility in a small open economy	Galí, Jordi; Monacelli, Tommaso	72	3
scopus	2-s2.0-84881661323	79952422411		On the quantitative effects of unconventional monetary policies in small open economies	García-Cicco, Javier	7	1
scopus	2-s2.0-84881661323	78650462101	10.1257/aer.100.5.2510	Real business cycles in emerging countries?	García-Cicco, Javier; Pancrazi, Roberto; Uribe, Martín; Uribe, Martín	100	5
scopus	2-s2.0-84881661323	84881663179		Are Asian business cycles different?	Jung; Yang; Yun		
scopus	2-s2.0-84881661323	84858450445		Decentralized borrowing and centralized default	Kim; Zhang		
scopus	2-s2.0-84881661323	80755169852	10.1057/imfer.2011.19	The new economics of prudential capital controls: A research agenda	Korinek, Anton	59	3
scopus	2-s2.0-84881661323	1453216		Real business cycles in a small open economy	Mendoza	81	
scopus	2-s2.0-84881661323	84860480646	10.1093/qje/qjs009	A general equilibrium model of sovereign default and business cycles	Mendoza, Enrique G.; Yue, Vivian Z.; Mendoza, Enrique G.; Yue, Vivian Z.	127	2
scopus	2-s2.0-84881661323	33646190771	10.1016/j.jinteco.2005.04.003	Country spreads and emerging countries: Who drives whom?	Uribe, Martín; Uribe, Martín; Yue, Vivian Z.	69	1 SPEC. ISS.
scopus	2-s2.0-84881661323	84881668387		Transmission mechanisms of the public debt	Yun		
scopus	2-s2.0-84881661323	84881667426		Fiscal risks and macroprudential policy in emerging-market economies	Yun		
scopus	2-s2.0-84881631080	33947532208	10.1086/511283	Emerging market business cycles: The cycle is the trend	Aguiar, Mark; Gopinath, Gita; Gopinath, Gita	115	1
scopus	2-s2.0-84881631080	29536933	10.2307/2527261	Business cycles and the asset structure of foreign trade	Baxter; Crucini	36	4
scopus	2-s2.0-84881631080	70449530457	10.1016/S1574-0048(99)10034-X	Chapter 21 The financial accelerator in a quantitative business cycle framework	Bernanke, Ben S.; Gertler, Mark; Gilchrist, Simon	1	PART C
scopus	2-s2.0-84881631080	15844392342	10.1086/426038	Nominal rigidities and the dynamic effects of a shock to monetary policy	Christiano, Lawrence J.; Eichenbaum, Martin; Christiano, Lawrence J.; Eichenbaum, Martin; Christiano, Lawrence J.; Eichenbaum, Martin; Evans, Charles L.	113	1
scopus	2-s2.0-84881631080	84881635668		Real business cycles in emerging countries?	Garcia-Cicco; Pancrazi; Uribe	117	
scopus	2-s2.0-84881631080	30527910	10.2307/2109846	Money, prices, interest rates and the business cycle	King, Robert G.; Watson, Mark W.	78	1
scopus	2-s2.0-84881631080	36158023	10.1006/redy.2001.0145	Argentina's lost decade	Kydland, Finn E; Kydland, Finn E; Zarazaga, Carlos E.J.M	5	1
scopus	2-s2.0-84881631080	141538285	10.1016/S0022-1996(02)00056-9	Closing small open economy models	Schmitt-Grohé, Stephanie; Uribe, Martín	61	1
scopus	2-s2.0-84881631080	77956750491	10.1016/S1574-0048(99)01004-6	Chapter 1 Business cycle fluctuations in us macroeconomic time series	Stock, James H.; Watson, Mark W.	1	PART A
scopus	2-s2.0-84881631080	85055297484		Measures of fit for calibrated models	Watson	101	
scopus	2-s2.0-84878769750	84878752781	10.1177/0003603X1205700204	Between Domestic Factors and the EU: Explaining the Emergence of the Turkish Competition Regime	Aydin, Umut	57	2
scopus	2-s2.0-84878769750	84878768090		Rewriting European Competition Law from an Economic Perspective	Baarsma	7	3
scopus	2-s2.0-84878769750	344741059		Competition, Regulation, and Efficiency in Service Industries	Baily; Gordon	2	
scopus	2-s2.0-84878769750	41647697		The Economic goals of antitrust: Efficiency, Consumer Welfare and Technological Process	Brodley	62	
scopus	2-s2.0-84878769750	84878764054		The Mushrooming Brunwick Defense: Injury to Competition, Not to Plaintiff	Calvani	50	
scopus	2-s2.0-84878769750	84875964904	10.5539/ass.v9n4p32	The changing image of physician in Taiwan	Chang; Bair, Henry; Pai, Jar-Yuan	9	4
scopus	2-s2.0-84878769750	84878748317		Competition Policy and Innovation in Developing Countries: Empirical Evidence	Clarke	3	3
scopus	2-s2.0-84878769750	84865071876	10.5018/economics-ejournal.ja.2012-19	Evolution of competition in Vietnam industries over the recent economic transition	Doan, Tinh; Stevens, Philip	6	
scopus	2-s2.0-84878769750	77956441932		The Ecology of Antitrust Preconditions for Competition Law Enforcement in Developing Countries	Gal		
scopus	2-s2.0-84878769750	85055357050		The Making of an Antitrust Law: The Pending Anti-Monopoly Law of the People's Republic of China	Harris	7	1
scopus	2-s2.0-84878769750	345769045	10.1111/j.1745-6606.2003.tb00440.x	In Search of a Competition Policy in a Competitive Economy: The Case of Hong Kong	Ho, Suk-Ching; Chan, Chi-Fai; Chan, Chi-Fai	37	1
scopus	2-s2.0-84878769750	2942562052	10.1111/j.1468-5965.2004.00490.x	Competition policy in Central Eastern Europe in the light of EU accession	Hölscher, Jens; Stephan, Johannes; Hölscher, Jens; Stephan, Johannes	42	2
scopus	2-s2.0-84878769750	77954630044	10.1111/j.1468-0270.2010.01999.x	Innovation and competition in generation and retail power markets	Hooper, Elizabeth; Price, Catherine Waddams	30	2
scopus	2-s2.0-84878769750	84878754034		China's 2007 Anti Monopoly Law: Competition and the Chinese Petroluem Industry	Huang; Jiang; Moss; Stutz	31	2
scopus	2-s2.0-84878769750	31444448949		The Canadian Experience With Deregulation	Iacobucci; Trebilcock; Winter	56	
scopus	2-s2.0-84878769750	85045165202		Economic and Legal Aspects of the Planned Damages Actions for Breaches of EC Antitrust Law	Isac	10	3
scopus	2-s2.0-84878769750	84878762330		Competition Law in Macedonia: Am Important Factor for Economic Development	Jashari; Memeti	2	3
scopus	2-s2.0-84878769750	84878746689		Should Competition law promote efficiency? Some Reflections of an economist on the normative foundations of competition law'	Kerber		
scopus	2-s2.0-84878769750	58749087252		The fundamental goal of antitrust: Protecting consumers, not increasing efficiency	Kirkwood, John B.; Lande, Robert H.	84	1
scopus	2-s2.0-84878769750	33947715997	10.1177/0003603X0204700108	An Examination of the Present Competition Law of Georgia Using Pittman's Criteria	Lapachi, Ketevan	47	1
scopus	2-s2.0-84878769750	77955060752		Antitrust and Patent Law as Component Parts of Innovation Policy	Leslie	34	4
scopus	2-s2.0-84878769750	84878750917		Knowledge Management, Sharing and Creation in Developing Countries' Banking Industries	Li	1	1
scopus	2-s2.0-84878769750	84878749226	10.1177/0003603X1205700203	All about Fair Trade? — Competition Law in Taiwan and East Asian Economic Development	Liu, Lawrence S.	57	2
